method,model,case_id,rounds,total_time_minutes,per_round_minutes,logs_path
PEZ,stablelm-2-zephyr-1_6b,48,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/stablelm-2-zephyr-1_6b/test_cases/test_cases_individual_behaviors/advbench_subset_48/logs.json
PEZ,stablelm-2-zephyr-1_6b,49,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/stablelm-2-zephyr-1_6b/test_cases/test_cases_individual_behaviors/advbench_subset_49/logs.json
PEZ,stablelm-2-zephyr-1_6b,50,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/stablelm-2-zephyr-1_6b/test_cases/test_cases_individual_behaviors/advbench_subset_50/logs.json
PEZ,stablelm-2-1_6b-chat,1,500.0,-1,-1,/data2/zwh/HarmBench/results_full_50/PEZ/stablelm-2-1_6b-chat/test_cases/test_cases_individual_behaviors/advbench_subset_1/logs.json
PEZ,stablelm-2-1_6b-chat,2,500.0,-1,-1,/data2/zwh/HarmBench/results_full_50/PEZ/stablelm-2-1_6b-chat/test_cases/test_cases_individual_behaviors/advbench_subset_2/logs.json
PEZ,stablelm-2-1_6b-chat,3,500.0,-1,-1,/data2/zwh/HarmBench/results_full_50/PEZ/stablelm-2-1_6b-chat/test_cases/test_cases_individual_behaviors/advbench_subset_3/logs.json
PEZ,stablelm-2-1_6b-chat,4,500.0,-1,-1,/data2/zwh/HarmBench/results_full_50/PEZ/stablelm-2-1_6b-chat/test_cases/test_cases_individual_behaviors/advbench_subset_4/logs.json
PEZ,stablelm-2-1_6b-chat,5,500.0,-1,-1,/data2/zwh/HarmBench/results_full_50/PEZ/stablelm-2-1_6b-chat/test_cases/test_cases_individual_behaviors/advbench_subset_5/logs.json
PEZ,stablelm-2-1_6b-chat,6,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/stablelm-2-1_6b-chat/test_cases/test_cases_individual_behaviors/advbench_subset_6/logs.json
PEZ,stablelm-2-1_6b-chat,7,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/stablelm-2-1_6b-chat/test_cases/test_cases_individual_behaviors/advbench_subset_7/logs.json
PEZ,stablelm-2-1_6b-chat,8,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/stablelm-2-1_6b-chat/test_cases/test_cases_individual_behaviors/advbench_subset_8/logs.json
PEZ,stablelm-2-1_6b-chat,9,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/stablelm-2-1_6b-chat/test_cases/test_cases_individual_behaviors/advbench_subset_9/logs.json
PEZ,stablelm-2-1_6b-chat,10,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/stablelm-2-1_6b-chat/test_cases/test_cases_individual_behaviors/advbench_subset_10/logs.json
PEZ,stablelm-2-1_6b-chat,11,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/stablelm-2-1_6b-chat/test_cases/test_cases_individual_behaviors/advbench_subset_11/logs.json
PEZ,stablelm-2-1_6b-chat,12,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/stablelm-2-1_6b-chat/test_cases/test_cases_individual_behaviors/advbench_subset_12/logs.json
PEZ,stablelm-2-1_6b-chat,13,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/stablelm-2-1_6b-chat/test_cases/test_cases_individual_behaviors/advbench_subset_13/logs.json
PEZ,stablelm-2-1_6b-chat,14,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/stablelm-2-1_6b-chat/test_cases/test_cases_individual_behaviors/advbench_subset_14/logs.json
PEZ,stablelm-2-1_6b-chat,15,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/stablelm-2-1_6b-chat/test_cases/test_cases_individual_behaviors/advbench_subset_15/logs.json
PEZ,stablelm-2-1_6b-chat,16,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/stablelm-2-1_6b-chat/test_cases/test_cases_individual_behaviors/advbench_subset_16/logs.json
PEZ,stablelm-2-1_6b-chat,17,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/stablelm-2-1_6b-chat/test_cases/test_cases_individual_behaviors/advbench_subset_17/logs.json
PEZ,stablelm-2-1_6b-chat,18,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/stablelm-2-1_6b-chat/test_cases/test_cases_individual_behaviors/advbench_subset_18/logs.json
PEZ,stablelm-2-1_6b-chat,19,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/stablelm-2-1_6b-chat/test_cases/test_cases_individual_behaviors/advbench_subset_19/logs.json
PEZ,stablelm-2-1_6b-chat,20,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/stablelm-2-1_6b-chat/test_cases/test_cases_individual_behaviors/advbench_subset_20/logs.json
PEZ,stablelm-2-1_6b-chat,21,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/stablelm-2-1_6b-chat/test_cases/test_cases_individual_behaviors/advbench_subset_21/logs.json
PEZ,stablelm-2-1_6b-chat,22,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/stablelm-2-1_6b-chat/test_cases/test_cases_individual_behaviors/advbench_subset_22/logs.json
PEZ,stablelm-2-1_6b-chat,23,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/stablelm-2-1_6b-chat/test_cases/test_cases_individual_behaviors/advbench_subset_23/logs.json
PEZ,stablelm-2-1_6b-chat,24,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/stablelm-2-1_6b-chat/test_cases/test_cases_individual_behaviors/advbench_subset_24/logs.json
PEZ,stablelm-2-1_6b-chat,25,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/stablelm-2-1_6b-chat/test_cases/test_cases_individual_behaviors/advbench_subset_25/logs.json
PEZ,stablelm-2-1_6b-chat,26,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/stablelm-2-1_6b-chat/test_cases/test_cases_individual_behaviors/advbench_subset_26/logs.json
PEZ,stablelm-2-1_6b-chat,27,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/stablelm-2-1_6b-chat/test_cases/test_cases_individual_behaviors/advbench_subset_27/logs.json
PEZ,stablelm-2-1_6b-chat,28,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/stablelm-2-1_6b-chat/test_cases/test_cases_individual_behaviors/advbench_subset_28/logs.json
PEZ,stablelm-2-1_6b-chat,29,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/stablelm-2-1_6b-chat/test_cases/test_cases_individual_behaviors/advbench_subset_29/logs.json
PEZ,stablelm-2-1_6b-chat,30,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/stablelm-2-1_6b-chat/test_cases/test_cases_individual_behaviors/advbench_subset_30/logs.json
PEZ,stablelm-2-1_6b-chat,31,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/stablelm-2-1_6b-chat/test_cases/test_cases_individual_behaviors/advbench_subset_31/logs.json
PEZ,stablelm-2-1_6b-chat,32,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/stablelm-2-1_6b-chat/test_cases/test_cases_individual_behaviors/advbench_subset_32/logs.json
PEZ,stablelm-2-1_6b-chat,33,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/stablelm-2-1_6b-chat/test_cases/test_cases_individual_behaviors/advbench_subset_33/logs.json
PEZ,stablelm-2-1_6b-chat,34,500.0,0.001,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/stablelm-2-1_6b-chat/test_cases/test_cases_individual_behaviors/advbench_subset_34/logs.json
PEZ,stablelm-2-1_6b-chat,35,500.0,0.001,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/stablelm-2-1_6b-chat/test_cases/test_cases_individual_behaviors/advbench_subset_35/logs.json
PEZ,stablelm-2-1_6b-chat,36,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/stablelm-2-1_6b-chat/test_cases/test_cases_individual_behaviors/advbench_subset_36/logs.json
PEZ,stablelm-2-1_6b-chat,37,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/stablelm-2-1_6b-chat/test_cases/test_cases_individual_behaviors/advbench_subset_37/logs.json
PEZ,stablelm-2-1_6b-chat,38,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/stablelm-2-1_6b-chat/test_cases/test_cases_individual_behaviors/advbench_subset_38/logs.json
PEZ,stablelm-2-1_6b-chat,39,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/stablelm-2-1_6b-chat/test_cases/test_cases_individual_behaviors/advbench_subset_39/logs.json
PEZ,stablelm-2-1_6b-chat,40,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/stablelm-2-1_6b-chat/test_cases/test_cases_individual_behaviors/advbench_subset_40/logs.json
PEZ,stablelm-2-1_6b-chat,41,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/stablelm-2-1_6b-chat/test_cases/test_cases_individual_behaviors/advbench_subset_41/logs.json
PEZ,stablelm-2-1_6b-chat,42,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/stablelm-2-1_6b-chat/test_cases/test_cases_individual_behaviors/advbench_subset_42/logs.json
PEZ,stablelm-2-1_6b-chat,43,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/stablelm-2-1_6b-chat/test_cases/test_cases_individual_behaviors/advbench_subset_43/logs.json
PEZ,stablelm-2-1_6b-chat,44,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/stablelm-2-1_6b-chat/test_cases/test_cases_individual_behaviors/advbench_subset_44/logs.json
PEZ,stablelm-2-1_6b-chat,45,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/stablelm-2-1_6b-chat/test_cases/test_cases_individual_behaviors/advbench_subset_45/logs.json
PEZ,stablelm-2-1_6b-chat,46,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/stablelm-2-1_6b-chat/test_cases/test_cases_individual_behaviors/advbench_subset_46/logs.json
PEZ,stablelm-2-1_6b-chat,47,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/stablelm-2-1_6b-chat/test_cases/test_cases_individual_behaviors/advbench_subset_47/logs.json
PEZ,stablelm-2-1_6b-chat,48,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/stablelm-2-1_6b-chat/test_cases/test_cases_individual_behaviors/advbench_subset_48/logs.json
PEZ,stablelm-2-1_6b-chat,49,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/stablelm-2-1_6b-chat/test_cases/test_cases_individual_behaviors/advbench_subset_49/logs.json
PEZ,stablelm-2-1_6b-chat,50,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/stablelm-2-1_6b-chat/test_cases/test_cases_individual_behaviors/advbench_subset_50/logs.json
PEZ,stablelm-zephyr-3b,1,500.0,-1,-1,/data2/zwh/HarmBench/results_full_50/PEZ/stablelm-zephyr-3b/test_cases/test_cases_individual_behaviors/advbench_subset_1/logs.json
PEZ,stablelm-zephyr-3b,2,500.0,-1,-1,/data2/zwh/HarmBench/results_full_50/PEZ/stablelm-zephyr-3b/test_cases/test_cases_individual_behaviors/advbench_subset_2/logs.json
PEZ,stablelm-zephyr-3b,3,500.0,-1,-1,/data2/zwh/HarmBench/results_full_50/PEZ/stablelm-zephyr-3b/test_cases/test_cases_individual_behaviors/advbench_subset_3/logs.json
PEZ,stablelm-zephyr-3b,4,500.0,-1,-1,/data2/zwh/HarmBench/results_full_50/PEZ/stablelm-zephyr-3b/test_cases/test_cases_individual_behaviors/advbench_subset_4/logs.json
PEZ,stablelm-zephyr-3b,5,500.0,-1,-1,/data2/zwh/HarmBench/results_full_50/PEZ/stablelm-zephyr-3b/test_cases/test_cases_individual_behaviors/advbench_subset_5/logs.json
PEZ,stablelm-zephyr-3b,6,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/stablelm-zephyr-3b/test_cases/test_cases_individual_behaviors/advbench_subset_6/logs.json
PEZ,stablelm-zephyr-3b,7,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/stablelm-zephyr-3b/test_cases/test_cases_individual_behaviors/advbench_subset_7/logs.json
PEZ,stablelm-zephyr-3b,8,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/stablelm-zephyr-3b/test_cases/test_cases_individual_behaviors/advbench_subset_8/logs.json
PEZ,stablelm-zephyr-3b,9,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/stablelm-zephyr-3b/test_cases/test_cases_individual_behaviors/advbench_subset_9/logs.json
PEZ,stablelm-zephyr-3b,10,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/stablelm-zephyr-3b/test_cases/test_cases_individual_behaviors/advbench_subset_10/logs.json
PEZ,stablelm-zephyr-3b,11,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/stablelm-zephyr-3b/test_cases/test_cases_individual_behaviors/advbench_subset_11/logs.json
PEZ,stablelm-zephyr-3b,12,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/stablelm-zephyr-3b/test_cases/test_cases_individual_behaviors/advbench_subset_12/logs.json
PEZ,stablelm-zephyr-3b,13,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/stablelm-zephyr-3b/test_cases/test_cases_individual_behaviors/advbench_subset_13/logs.json
PEZ,stablelm-zephyr-3b,14,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/stablelm-zephyr-3b/test_cases/test_cases_individual_behaviors/advbench_subset_14/logs.json
PEZ,stablelm-zephyr-3b,15,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/stablelm-zephyr-3b/test_cases/test_cases_individual_behaviors/advbench_subset_15/logs.json
PEZ,stablelm-zephyr-3b,16,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/stablelm-zephyr-3b/test_cases/test_cases_individual_behaviors/advbench_subset_16/logs.json
PEZ,stablelm-zephyr-3b,17,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/stablelm-zephyr-3b/test_cases/test_cases_individual_behaviors/advbench_subset_17/logs.json
PEZ,stablelm-zephyr-3b,18,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/stablelm-zephyr-3b/test_cases/test_cases_individual_behaviors/advbench_subset_18/logs.json
PEZ,stablelm-zephyr-3b,19,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/stablelm-zephyr-3b/test_cases/test_cases_individual_behaviors/advbench_subset_19/logs.json
PEZ,stablelm-zephyr-3b,20,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/stablelm-zephyr-3b/test_cases/test_cases_individual_behaviors/advbench_subset_20/logs.json
PEZ,stablelm-zephyr-3b,21,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/stablelm-zephyr-3b/test_cases/test_cases_individual_behaviors/advbench_subset_21/logs.json
PEZ,stablelm-zephyr-3b,22,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/stablelm-zephyr-3b/test_cases/test_cases_individual_behaviors/advbench_subset_22/logs.json
PEZ,stablelm-zephyr-3b,23,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/stablelm-zephyr-3b/test_cases/test_cases_individual_behaviors/advbench_subset_23/logs.json
PEZ,stablelm-zephyr-3b,24,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/stablelm-zephyr-3b/test_cases/test_cases_individual_behaviors/advbench_subset_24/logs.json
PEZ,stablelm-zephyr-3b,25,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/stablelm-zephyr-3b/test_cases/test_cases_individual_behaviors/advbench_subset_25/logs.json
PEZ,stablelm-zephyr-3b,26,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/stablelm-zephyr-3b/test_cases/test_cases_individual_behaviors/advbench_subset_26/logs.json
PEZ,stablelm-zephyr-3b,27,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/stablelm-zephyr-3b/test_cases/test_cases_individual_behaviors/advbench_subset_27/logs.json
PEZ,stablelm-zephyr-3b,28,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/stablelm-zephyr-3b/test_cases/test_cases_individual_behaviors/advbench_subset_28/logs.json
PEZ,stablelm-zephyr-3b,29,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/stablelm-zephyr-3b/test_cases/test_cases_individual_behaviors/advbench_subset_29/logs.json
PEZ,stablelm-zephyr-3b,30,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/stablelm-zephyr-3b/test_cases/test_cases_individual_behaviors/advbench_subset_30/logs.json
PEZ,stablelm-zephyr-3b,31,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/stablelm-zephyr-3b/test_cases/test_cases_individual_behaviors/advbench_subset_31/logs.json
PEZ,stablelm-zephyr-3b,32,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/stablelm-zephyr-3b/test_cases/test_cases_individual_behaviors/advbench_subset_32/logs.json
PEZ,stablelm-zephyr-3b,33,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/stablelm-zephyr-3b/test_cases/test_cases_individual_behaviors/advbench_subset_33/logs.json
PEZ,stablelm-zephyr-3b,34,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/stablelm-zephyr-3b/test_cases/test_cases_individual_behaviors/advbench_subset_34/logs.json
PEZ,stablelm-zephyr-3b,35,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/stablelm-zephyr-3b/test_cases/test_cases_individual_behaviors/advbench_subset_35/logs.json
PEZ,stablelm-zephyr-3b,36,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/stablelm-zephyr-3b/test_cases/test_cases_individual_behaviors/advbench_subset_36/logs.json
PEZ,stablelm-zephyr-3b,37,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/stablelm-zephyr-3b/test_cases/test_cases_individual_behaviors/advbench_subset_37/logs.json
PEZ,stablelm-zephyr-3b,38,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/stablelm-zephyr-3b/test_cases/test_cases_individual_behaviors/advbench_subset_38/logs.json
PEZ,stablelm-zephyr-3b,39,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/stablelm-zephyr-3b/test_cases/test_cases_individual_behaviors/advbench_subset_39/logs.json
PEZ,stablelm-zephyr-3b,40,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/stablelm-zephyr-3b/test_cases/test_cases_individual_behaviors/advbench_subset_40/logs.json
PEZ,stablelm-zephyr-3b,41,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/stablelm-zephyr-3b/test_cases/test_cases_individual_behaviors/advbench_subset_41/logs.json
PEZ,stablelm-zephyr-3b,42,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/stablelm-zephyr-3b/test_cases/test_cases_individual_behaviors/advbench_subset_42/logs.json
PEZ,stablelm-zephyr-3b,43,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/stablelm-zephyr-3b/test_cases/test_cases_individual_behaviors/advbench_subset_43/logs.json
PEZ,stablelm-zephyr-3b,44,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/stablelm-zephyr-3b/test_cases/test_cases_individual_behaviors/advbench_subset_44/logs.json
PEZ,stablelm-zephyr-3b,45,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/stablelm-zephyr-3b/test_cases/test_cases_individual_behaviors/advbench_subset_45/logs.json
PEZ,stablelm-zephyr-3b,46,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/stablelm-zephyr-3b/test_cases/test_cases_individual_behaviors/advbench_subset_46/logs.json
PEZ,stablelm-zephyr-3b,47,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/stablelm-zephyr-3b/test_cases/test_cases_individual_behaviors/advbench_subset_47/logs.json
PEZ,stablelm-zephyr-3b,48,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/stablelm-zephyr-3b/test_cases/test_cases_individual_behaviors/advbench_subset_48/logs.json
PEZ,stablelm-zephyr-3b,49,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/stablelm-zephyr-3b/test_cases/test_cases_individual_behaviors/advbench_subset_49/logs.json
PEZ,stablelm-zephyr-3b,50,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/stablelm-zephyr-3b/test_cases/test_cases_individual_behaviors/advbench_subset_50/logs.json
PEZ,tinyllama-1.1B-chat-v0.1,1,500.0,-1,-1,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.1/test_cases/test_cases_individual_behaviors/advbench_subset_1/logs.json
PEZ,tinyllama-1.1B-chat-v0.1,2,500.0,-1,-1,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.1/test_cases/test_cases_individual_behaviors/advbench_subset_2/logs.json
PEZ,tinyllama-1.1B-chat-v0.1,3,500.0,-1,-1,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.1/test_cases/test_cases_individual_behaviors/advbench_subset_3/logs.json
PEZ,tinyllama-1.1B-chat-v0.1,4,500.0,-1,-1,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.1/test_cases/test_cases_individual_behaviors/advbench_subset_4/logs.json
PEZ,tinyllama-1.1B-chat-v0.1,5,500.0,-1,-1,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.1/test_cases/test_cases_individual_behaviors/advbench_subset_5/logs.json
PEZ,tinyllama-1.1B-chat-v0.1,6,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.1/test_cases/test_cases_individual_behaviors/advbench_subset_6/logs.json
PEZ,tinyllama-1.1B-chat-v0.1,7,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.1/test_cases/test_cases_individual_behaviors/advbench_subset_7/logs.json
PEZ,tinyllama-1.1B-chat-v0.1,8,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.1/test_cases/test_cases_individual_behaviors/advbench_subset_8/logs.json
PEZ,tinyllama-1.1B-chat-v0.1,9,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.1/test_cases/test_cases_individual_behaviors/advbench_subset_9/logs.json
PEZ,tinyllama-1.1B-chat-v0.1,10,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.1/test_cases/test_cases_individual_behaviors/advbench_subset_10/logs.json
PEZ,tinyllama-1.1B-chat-v0.1,11,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.1/test_cases/test_cases_individual_behaviors/advbench_subset_11/logs.json
PEZ,tinyllama-1.1B-chat-v0.1,12,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.1/test_cases/test_cases_individual_behaviors/advbench_subset_12/logs.json
PEZ,tinyllama-1.1B-chat-v0.1,13,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.1/test_cases/test_cases_individual_behaviors/advbench_subset_13/logs.json
PEZ,tinyllama-1.1B-chat-v0.1,14,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.1/test_cases/test_cases_individual_behaviors/advbench_subset_14/logs.json
PEZ,tinyllama-1.1B-chat-v0.1,15,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.1/test_cases/test_cases_individual_behaviors/advbench_subset_15/logs.json
PEZ,tinyllama-1.1B-chat-v0.1,16,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.1/test_cases/test_cases_individual_behaviors/advbench_subset_16/logs.json
PEZ,tinyllama-1.1B-chat-v0.1,17,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.1/test_cases/test_cases_individual_behaviors/advbench_subset_17/logs.json
PEZ,tinyllama-1.1B-chat-v0.1,18,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.1/test_cases/test_cases_individual_behaviors/advbench_subset_18/logs.json
PEZ,tinyllama-1.1B-chat-v0.1,19,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.1/test_cases/test_cases_individual_behaviors/advbench_subset_19/logs.json
PEZ,tinyllama-1.1B-chat-v0.1,20,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.1/test_cases/test_cases_individual_behaviors/advbench_subset_20/logs.json
PEZ,tinyllama-1.1B-chat-v0.1,21,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.1/test_cases/test_cases_individual_behaviors/advbench_subset_21/logs.json
PEZ,tinyllama-1.1B-chat-v0.1,22,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.1/test_cases/test_cases_individual_behaviors/advbench_subset_22/logs.json
PEZ,tinyllama-1.1B-chat-v0.1,23,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.1/test_cases/test_cases_individual_behaviors/advbench_subset_23/logs.json
PEZ,tinyllama-1.1B-chat-v0.1,24,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.1/test_cases/test_cases_individual_behaviors/advbench_subset_24/logs.json
PEZ,tinyllama-1.1B-chat-v0.1,25,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.1/test_cases/test_cases_individual_behaviors/advbench_subset_25/logs.json
PEZ,tinyllama-1.1B-chat-v0.1,26,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.1/test_cases/test_cases_individual_behaviors/advbench_subset_26/logs.json
PEZ,tinyllama-1.1B-chat-v0.1,27,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.1/test_cases/test_cases_individual_behaviors/advbench_subset_27/logs.json
PEZ,tinyllama-1.1B-chat-v0.1,28,500.0,0.0,0.0,/data2/zwh/HarmBench/results_full_50/PEZ/tinyllama-1.1B-chat-v0.1/test_cases/test_cases_individual_behaviors/advbench_subset_28/logs.json
